elo1, elo2, res, round
2502,2350,1/2-1/2,4
2575,2279,1-0,4
2255,2523,0-1,4
2245,2461,1/2-1/2,4
2460,2241,1-0,4
2226,2439,1/2-1/2,4
2432,2219,1-0,4
2224,2424,1/2-1/2,4
2422,2205,1-0,4
2205,2416,0-1,4
2398,2202,1-0,4
2183,2372,0-1,4
2361,2175,1/2-1/2,4
2178,2360,0-1,4
2171,2357,0-1,4
2170,2355,0-1,4
2164,2346,1/2-1/2,4
2346,2147,0-1,4
2153,2341,1/2-1/2,4
2132,2331,1/2-1/2,4
2129,2321,0-1,4
2290,1928,1-0,4
1876,2283,0-1,4
1858,2279,1/2-1/2,4
2336,1789,1-0,4
2594,2093,1-0,4
2326,2082,1-0,4
2210,1926,1-0,4
2287,2034,1-0,4
2269,2000,1/2-1/2,4
1941,2250,0-1,4
2239,1939,1-0,4
1959,2289,1-0,4
2195,1900,1-0,4
1793,2161,0-1,4
2148,1878,1-0,4
1688,2122,1/2-1/2,4
1558,2108,0-1,4
1936,2265,0-1,4
2217,1926,0-1,4
2217,1884,1-0,4
1892,2152,1/2-1/2,4
2127,1882,1-0,4
2121,1879,1-0,4
1884,2117,1-0,4
1879,2102,0-1,4
2098,1877,1-0,4
2092,1875,1-0,4
1864,2091,0-1,4
1849,2067,1-0,4
2057,1852,1/2-1/2,4
2045,1810,1/2-1/2,4
2045,1734,0-1,4
1824,2032,0-1,4
1763,2011,1-0,4
2007,1682,1-0,4
1731,2003,0-1,4
2000,1657,1-0,4
1997,1716,0-1,4
1677,1960,0-1,4
1643,1948,0-1,4
1961,2310,1/2-1/2,4
1528,1939,1/2-1/2,4
2048,1602,1/2-1/2,4
1707,2040,1-0,4
1544,1913,1-0,4
1323,1638,1-0,4
1903,1449,1-0,4
1379,1772,0-1,4
1612,1298,0-1,4
2635,2767,1/2-1/2,5
2700,2653,0-1,5
2664,2635,1-0,5
2612,2615,1/2-1/2,5
2421,2356,1-0,5
2416,2666,0-1,5
2639,2440,1-0,5
2611,2432,1/2-1/2,5
2400,2591,0-1,5
2372,2588,1/2-1/2,5
2360,2575,0-1,5
2358,2561,1/2-1/2,5
2556,2422,0-1,5
2357,2531,0-1,5
2523,2410,1/2-1/2,5
2355,2512,1/2-1/2,5
2506,2398,1/2-1/2,5
2504,2315,1-0,5
2321,2502,1-0,5
2350,2500,0-1,5
2283,2460,0-1,5
2456,2290,1/2-1/2,5
2147,2454,0-1,5
2279,2594,1-0,5
2250,2577,0-1,5
2461,2239,1-0,5
2452,2245,1/2-1/2,5
2439,2224,1/2-1/2,5
2424,2226,1/2-1/2,5
2210,2361,1-0,5
2346,2195,1-0,5
2341,2164,1-0,5
2175,2336,1/2-1/2,5
2331,2153,1/2-1/2,5
2161,2326,0-1,5
2289,2132,1-0,5
2108,2287,1/2-1/2,5
2279,1961,1-0,5
2346,1858,1-0,5
2085,2269,0-1,5
2265,2007,1-0,5
2032,2255,0-1,5
2241,2000,1-0,5
2219,1947,1-0,5
2003,2217,0-1,5
2205,1884,1-0,5
2000,2205,1-0,5
2202,1876,1-0,5
1960,2183,1/2-1/2,5
1948,2178,0-1,5
1928,2170,0-1,5
1926,2129,0-1,5
1849,2127,0-1,5
2122,1763,1-0,5
1789,2121,0-1,5
2102,1716,1/2-1/2,5
1734,2092,0-1,5
1688,2091,1/2-1/2,5
2152,1793,1/2-1/2,5
2093,1892,1-0,5
1900,2057,1-0,5
1878,2045,0-1,5
2034,1769,1/2-1/2,5
1852,1959,1/2-1/2,5
1810,1944,0-1,5
1772,1941,1-0,5
1939,1707,1-0,5
1939,1558,1-0,5
1926,1528,0-1,5
2117,1544,1-0,5
2067,1824,1-0,5
1682,2048,1/2-1/2,5
1657,2045,0-1,5
1602,2012,0-1,5
2011,1814,1-0,5
2310,2148,1-0,5
1323,1936,1/2-1/2,5
1884,1731,1-0,5
1882,1643,1-0,5
1879,1627,1-0,5
1877,1618,1-0,5
1875,1524,1-0,5
1864,1580,1-0,5
1298,1677,0-1,5
2040,1462,1/2-1/2,5
1913,1449,1-0,5
1474,1379,1-0,5
2653,2664,1/2-1/2,6
2767,2421,1-0,6
2666,2635,1/2-1/2,6
2531,2700,1/2-1/2,6
2500,2639,1/2-1/2,6
2635,2460,1-0,6
2615,2504,1/2-1/2,6
2454,2612,1/2-1/2,6
2591,2321,1-0,6
2422,2575,1-0,6
2611,2358,1/2-1/2,6
2356,2588,0-1,6
2577,2372,1-0,6
2561,2355,1/2-1/2,6
2346,2523,1/2-1/2,6
2512,2341,1-0,6
2326,2506,1/2-1/2,6
2290,2461,1/2-1/2,6
2432,2289,1/2-1/2,6
2410,2279,1/2-1/2,6
2398,2279,1-0,6
2556,2210,1-0,6
2502,2241,1-0,6
2226,2452,1/2-1/2,6
2440,2219,1-0,6
2217,2439,1/2-1/2,6
2205,2424,1-0,6
2224,2416,1/2-1/2,6
2202,2400,0-1,6
2175,2360,0-1,6
2178,2357,0-1,6
2153,2350,1-0,6
2127,2346,0-1,6
2336,2170,0-1,6
2121,2331,0-1,6
2315,2147,1/2-1/2,6
2287,2129,1-0,6
2098,2283,0-1,6
2269,2122,1-0,6
2092,2265,1/2-1/2,6
2255,2108,1-0,6
2245,2000,1-0,6
2361,2082,1-0,6
2045,2250,0-1,6
2239,1961,1/2-1/2,6
2195,1960,1-0,6
1944,2183,1/2-1/2,6
2164,1939,1-0,6
1939,2161,1/2-1/2,6
2148,1900,0-1,6
2132,1688,1/2-1/2,6
1858,2102,1-0,6
1716,2093,0-1,6
2091,1772,1-0,6
1528,2152,1/2-1/2,6
2217,1884,1-0,6
2205,1882,1-0,6
2171,1926,1/2-1/2,6
1903,2117,0-1,6
1884,2085,1-0,6
1879,2067,1/2-1/2,6
2045,1877,1-0,6
2034,1875,1-0,6
1864,2032,0-1,6
2012,1852,1/2-1/2,6
1793,2011,1-0,6
2007,1849,1-0,6
1769,2003,1/2-1/2,6
2000,1789,1-0,6
1763,1948,1/2-1/2,6
1947,1734,1/2-1/2,6
1677,1928,1/2-1/2,6
2048,1810,1/2-1/2,6
1936,1707,1-0,6
1926,1682,1/2-1/2,6
1558,1913,0-1,6
2310,2456,1/2-1/2,6
1892,1544,0-1,6
1879,1474,1/2-1/2,6
1878,1323,1-0,6
1627,2040,1-0,6
1824,1618,1-0,6
1814,1602,0-1,6
1731,1580,1-0,6
1524,1657,1-0,6
1643,1298,1/2-1/2,6
2664,2767,0-1,7
2635,2653,1/2-1/2,7
2635,2591,0-1,7
2700,2422,1-0,7
2421,2666,1/2-1/2,7
2639,2531,1-0,7
2512,2615,1/2-1/2,7
2612,2500,1-0,7
2588,2454,1-0,7
2504,2577,1/2-1/2,7
2575,2398,1-0,7
2346,2611,1/2-1/2,7
2331,2561,0-1,7
2321,2556,0-1,7
2523,2326,1-0,7
2506,2346,1-0,7
2289,2502,0-1,7
2460,2290,1-0,7
2456,2287,1-0,7
2283,2440,1/2-1/2,7
2279,2432,0-1,7
2170,2410,1/2-1/2,7
2400,2269,0-1,7
2360,2255,1-0,7
2358,2245,1/2-1/2,7
2357,2205,1-0,7
2355,2153,1-0,7
2594,2226,1-0,7
2452,2224,1-0,7
2439,2195,1-0,7
2416,2217,0-1,7
2372,2164,1/2-1/2,7
2147,2361,0-1,7
2210,2356,0-1,7
2341,2092,1-0,7
2093,2315,0-1,7
2279,2091,1/2-1/2,7
2265,1900,1-0,7
2250,1858,1-0,7
2424,2098,1-0,7
2350,2045,1-0,7
2117,2336,0-1,7
2241,2034,1-0,7
2108,2239,1/2-1/2,7
2219,2007,0-1,7
2032,2217,0-1,7
2000,2205,1-0,7
2000,2202,1/2-1/2,7
2183,1939,1-0,7
1961,2178,1-0,7
1944,2175,0-1,7
2161,1884,1-0,7
2129,1793,0-1,7
2122,1528,1-0,7
1688,2121,1/2-1/2,7
1928,2171,0-1,7
2152,1926,1/2-1/2,7
2102,1913,1/2-1/2,7
2082,1879,1-0,7
2067,1878,1/2-1/2,7
1852,2045,0-1,7
1772,2012,1/2-1/2,7
2003,1763,1-0,7
1960,1769,0-1,7
1948,1716,1-0,7
1544,1947,1/2-1/2,7
1939,1677,0-1,7
1734,1936,0-1,7
2085,1849,1-0,7
1789,2048,1/2-1/2,7
2011,1824,1/2-1/2,7
1810,1959,1/2-1/2,7
1682,1903,1-0,7
1884,1638,1-0,7
1882,1731,0-1,7
2461,2310,1-0,7
1602,1879,0-1,7
1877,1524,1-0,7
1875,1627,0-1,7
1474,1892,0-1,7
1707,1449,1-0,7
1379,1643,1/2-1/2,7
1323,1558,1/2-1/2,7
1298,1814,0-1,7
1580,2040,0-1,7
2767,2653,1/2-1/2,8
2591,2664,1/2-1/2,8
2700,2635,1-0,8
2612,2639,0-1,8
2588,2635,0-1,8
2666,2502,1-0,8
2615,2461,1/2-1/2,8
2577,2456,1-0,8
2460,2575,1/2-1/2,8
2561,2421,1-0,8
2432,2556,0-1,8
2422,2523,1-0,8
2360,2512,1/2-1/2,8
2357,2506,0-1,8
2269,2504,0-1,8
2611,2355,1-0,8
2356,2594,1/2-1/2,8
2531,2358,1-0,8
2500,2346,0-1,8
2454,2341,1-0,8
2315,2452,0-1,8
2440,2265,1-0,8
2245,2439,1-0,8
2410,2283,1/2-1/2,8
2398,2250,1-0,8
2361,2170,1-0,8
2217,2424,1/2-1/2,8
2241,2400,1-0,8
2217,2372,0-1,8
2205,2350,1/2-1/2,8
2153,2346,0-1,8
2336,2183,1-0,8
2164,2331,1/2-1/2,8
2326,2175,1-0,8
2132,2321,0-1,8
2290,2161,1/2-1/2,8
2007,2289,1/2-1/2,8
2287,2000,1-0,8
1528,2279,0-1,8
1961,2279,0-1,8
2255,2129,1-0,8
2092,2416,0-1,8
2045,2226,0-1,8
2224,2082,1-0,8
1936,2210,0-1,8
1900,2202,1/2-1/2,8
2195,2003,1/2-1/2,8
2171,2000,0-1,8
1858,2147,0-1,8
2121,1948,1-0,8
1769,2108,1-0,8
1677,2093,0-1,8
2205,1688,1/2-1/2,8
1926,2219,0-1,8
1913,2152,1/2-1/2,8
2127,1884,0-1,8
1884,2122,1/2-1/2,8
1879,2117,1/2-1/2,8
1878,2102,0-1,8
2098,1864,1/2-1/2,8
1793,2067,1/2-1/2,8
2057,1877,1-0,8
1849,2034,1/2-1/2,8
2012,1731,1-0,8
1947,1772,1/2-1/2,8
1627,1944,0-1,8
1941,1544,1-0,8
1939,1682,1-0,8
2048,1852,1-0,8
1810,2011,1-0,8
1824,1960,1-0,8
1959,1789,1-0,8
1763,1939,0-1,8
1716,1928,1/2-1/2,8
1892,1734,1-0,8
1707,1879,0-1,8
2091,2310,1-0,8
1638,2085,0-1,8
2040,1618,1/2-1/2,8
1926,1602,0-1,8
1903,1379,1/2-1/2,8
1558,1875,1-0,8
1814,1474,1-0,8
1462,1657,1/2-1/2,8
1643,1323,1/2-1/2,8
1449,1298,1/2-1/2,8
2639,2767,1/2-1/2,9
2653,2591,1/2-1/2,9
2664,2700,1/2-1/2,9
2556,2666,1/2-1/2,9
2635,2422,1-0,9
2506,2577,0-1,9
2504,2561,1-0,9
2635,2454,1-0,9
2615,2460,1/2-1/2,9
2452,2612,0-1,9
2440,2611,0-1,9
2398,2588,0-1,9
2575,2361,1-0,9
2346,2531,0-1,9
2512,2245,1-0,9
2461,2360,1/2-1/2,9
2594,2336,1-0,9
2523,2287,1-0,9
2502,2326,1-0,9
2456,2269,1-0,9
2321,2432,0-1,9
2421,2255,0-1,9
2279,2410,1/2-1/2,9
2372,2241,1-0,9
2283,2357,1/2-1/2,9
2279,2356,1/2-1/2,9
2355,2217,1-0,9
2346,2091,1-0,9
2226,2500,1/2-1/2,9
2439,2239,1-0,9
2424,2210,1-0,9
2416,2205,1/2-1/2,9
2358,2224,1-0,9
2170,2350,0-1,9
2341,2161,1/2-1/2,9
2331,2007,1-0,9
2000,2315,0-1,9
2147,2290,1-0,9
2289,2164,1-0,9
2265,2121,1-0,9
2250,1769,1-0,9
2093,2217,0-1,9
2400,2045,1-0,9
2219,1961,1-0,9
2202,1941,1-0,9
2000,2195,0-1,9
2183,1900,1-0,9
2003,2178,0-1,9
2175,1939,1-0,9
1944,2153,1-0,9
2129,1884,0-1,9
1688,2057,1/2-1/2,9
2171,1528,1-0,9
1939,2205,1/2-1/2,9
2152,1936,1-0,9
2122,1913,1-0,9
2117,1892,1-0,9
2108,1884,0-1,9
1879,2098,0-1,9
1879,2092,1/2-1/2,9
2082,1858,1-0,9
2067,1810,1-0,9
1864,2048,0-1,9
1849,2045,0-1,9
2034,1824,1-0,9
1772,1959,1/2-1/2,9
1948,1793,0-1,9
1677,1947,1/2-1/2,9
2127,1814,1-0,9
1731,2085,0-1,9
2032,1716,1-0,9
1928,1627,1-0,9
1602,1926,1-0,9
1558,1878,0-1,9
2310,2012,1-0,9
2011,1657,1/2-1/2,9
1960,1643,1/2-1/2,9
1618,1903,0-1,9
1852,1524,1-0,9
1789,1462,1-0,9
1379,1763,1/2-1/2,9
1323,1926,1/2-1/2,9
1882,1449,1-0,9
1298,1638,0-1,9
2722,2071,1-0,1
2071,2715,0-1,1
2710,2069,1-0,1
2059,2709,0-1,1
2709,2059,1/2-1/2,1
2053,2688,0-1,1
2684,2050,1-0,1
2046,2678,0-1,1
2675,2044,1-0,1
2041,2644,0-1,1
2644,2028,1-0,1
2017,2643,0-1,1
2637,2016,1-0,1
1988,2566,0-1,1
2563,1980,1-0,1
1978,2556,0-1,1
2533,1969,1-0,1
1961,2531,1/2-1/2,1
2530,1960,1-0,1
1957,2509,0-1,1
2507,1953,1-0,1
1953,2501,0-1,1
2498,1949,1-0,1
1936,2496,0-1,1
2486,1935,1-0,1
1915,2485,0-1,1
2478,1910,1-0,1
1909,2473,1-0,1
2472,1909,1-0,1
1908,2468,0-1,1
2466,1903,1-0,1
1903,2462,0-1,1
2460,1903,1-0,1
2439,1896,1-0,1
1894,2435,0-1,1
2432,1888,1-0,1
1878,2431,0-1,1
2430,1873,1-0,1
1872,2421,0-1,1
2419,1871,1/2-1/2,1
1856,2411,0-1,1
2411,1853,1-0,1
1840,2407,0-1,1
2407,1840,1-0,1
1827,2405,0-1,1
2386,1823,1-0,1
1817,2375,0-1,1
2375,1811,1-0,1
1809,2369,0-1,1
2369,1792,1-0,1
1783,2364,1-0,1
2350,1766,1-0,1
1759,2335,0-1,1
2329,1759,1-0,1
1750,2314,0-1,1
2313,1747,1-0,1
1736,2312,0-1,1
2307,1734,1-0,1
1733,2302,0-1,1
2297,1731,1-0,1
1714,2284,0-1,1
2279,1695,1-0,1
1693,2274,0-1,1
2271,1693,1/2-1/2,1
1671,2269,0-1,1
2263,1661,1-0,1
1652,2260,0-1,1
2260,1646,1-0,1
1700,2280,0-1,1
2236,1623,1-0,1
1613,2235,0-1,1
2235,1610,1/2-1/2,1
1575,2226,0-1,1
1557,2223,0-1,1
2222,1542,1-0,1
1519,2212,0-1,1
2197,1479,1-0,1
2180,1451,1-0,1
1449,2169,0-1,1
1393,2141,0-1,1
2136,1370,1-0,1
1354,2135,0-1,1
2133,1331,1-0,1
2125,1251,1-0,1
1197,2125,0-1,1
2375,2722,0-1,2
2715,2386,1-0,2
2369,2710,1/2-1/2,2
2709,2375,1-0,2
2688,2369,1-0,2
2359,2684,0-1,2
2678,2362,1-0,2
2335,2675,0-1,2
2644,2350,1-0,2
2643,2329,1-0,2
2314,2637,0-1,2
2631,2313,0-1,2
2312,2622,1/2-1/2,2
2622,2297,1-0,2
2302,2609,0-1,2
2603,2281,1-0,2
2284,2602,0-1,2
2569,2279,1-0,2
2280,2568,1/2-1/2,2
2566,2263,1-0,2
2565,2260,1-0,2
2274,2563,0-1,2
2556,2236,1-0,2
2269,2533,0-1,2
2260,2530,1-0,2
2509,2222,1-0,2
2257,2507,1-0,2
2501,2211,1-0,2
2235,2498,0-1,2
2226,2486,1/2-1/2,2
2485,2197,1-0,2
2223,2478,0-1,2
2212,2472,1/2-1/2,2
2468,2180,1-0,2
2169,2466,0-1,2
2462,2148,1-0,2
2141,2460,1/2-1/2,2
2441,2133,1-0,2
2135,2439,0-1,2
2435,2125,1-0,2
2131,2432,1-0,2
2431,2125,1-0,2
2125,2430,0-1,2
2421,2090,1-0,2
2124,2414,0-1,2
2411,2075,1-0,2
2078,2411,0-1,2
2407,1909,1-0,2
2075,2407,0-1,2
2405,1783,1-0,2
1871,2709,0-1,2
2531,2235,1-0,2
1693,2419,0-1,2
1610,2271,0-1,2
2059,1961,1/2-1/2,2
2473,1840,1-0,2
2364,1827,1-0,2
1840,2072,1/2-1/2,2
2071,1817,1-0,2
1823,2071,0-1,2
2069,1809,1-0,2
1811,2053,0-1,2
2044,1759,1-0,2
1766,2041,0-1,2
2028,1750,1-0,2
1759,2017,0-1,2
2016,1736,1-0,2
2008,1733,1-0,2
1747,2000,0-1,2
1997,1714,1-0,2
1734,1992,1/2-1/2,2
1991,1700,1-0,2
1731,1990,1-0,2
1990,1693,1/2-1/2,2
1985,1671,1/2-1/2,2
1695,1985,0-1,2
1980,1652,1-0,2
1661,1978,0-1,2
1960,1613,1-0,2
1646,1957,1-0,2
1953,1575,1-0,2
1623,1953,0-1,2
1949,1557,1/2-1/2,2
1542,1936,1/2-1/2,2
1935,1519,0-1,2
1903,1449,1-0,2
1451,1903,0-1,2
1903,1393,1-0,2
1896,1354,1-0,2
1370,1894,0-1,2
1873,1197,1-0,2
1251,1872,0-1,2
1331,1878,0-1,2
1479,1908,1-0,2
2722,2485,1-0,3
2498,2715,0-1,3
2478,2709,0-1,3
2468,2688,0-1,3
2684,2462,1-0,3
2466,2678,0-1,3
2675,2441,1/2-1/2,3
2439,2644,0-1,3
2435,2643,0-1,3
2637,2431,1/2-1/2,3
2416,2710,1/2-1/2,3
2430,2622,0-1,3
2609,2421,1-0,3
2414,2603,1/2-1/2,3
2602,2411,1/2-1/2,3
2411,2569,1/2-1/2,3
2407,2566,1/2-1/2,3
2407,2565,1/2-1/2,3
2563,2405,1-0,3
2313,2556,1-0,3
2533,2260,1-0,3
2257,2509,0-1,3
2131,2501,0-1,3
2709,2369,1-0,3
2271,2644,1-0,3
2622,2307,1-0,3
2568,2312,1/2-1/2,3
2204,2566,0-1,3
2180,2531,0-1,3
2496,2280,1-0,3
2486,2212,1-0,3
2472,2226,1/2-1/2,3
2460,2136,1-0,3
2419,2141,1/2-1/2,3
2071,2631,0-1,3
2530,2069,1-0,3
2507,2059,1-0,3
2053,2473,0-1,3
2432,2050,1-0,3
2386,2046,1/2-1/2,3
2041,2375,1/2-1/2,3
2375,2044,1-0,3
2369,2028,1-0,3
2017,2364,0-1,3
2362,2016,1/2-1/2,3
1988,2359,0-1,3
2350,2008,1-0,3
1985,2335,0-1,3
2329,1997,1-0,3
1978,2314,0-1,3
1961,2302,1/2-1/2,3
2297,1991,1-0,3
1953,2284,1/2-1/2,3
2281,1980,1-0,3
2279,1969,1/2-1/2,3
1915,2274,1/2-1/2,3
1909,2269,0-1,3
2263,1960,1-0,3
2260,1953,1-0,3
2236,1910,0-1,3
1903,2235,0-1,3
2222,1903,1/2-1/2,3
2211,1903,1-0,3
2197,1896,1-0,3
2180,1894,1-0,3
1878,2169,1-0,3
2148,1888,1/2-1/2,3
1872,2135,1/2-1/2,3
2133,1873,1/2-1/2,3
1870,2125,1-0,3
2125,1853,1-0,3
1856,2124,0-1,3
2090,1731,1-0,3
2075,1479,1-0,3
1783,2075,1/2-1/2,3
1519,2071,0-1,3
2235,1734,1-0,3
2072,1693,1-0,3
1992,1646,1-0,3
1792,1990,1/2-1/2,3
1693,1985,0-1,3
1957,1610,1-0,3
2075,1479,1-0,3
1671,1949,1-0,3
1557,1909,0-1,3
1542,1871,0-1,3
1990,1661,1-0,3
1652,1935,0-1,3
1840,1623,1/2-1/2,3
1827,1613,1-0,3
1575,1823,1-0,3
1393,1766,0-1,3
1354,1759,0-1,3
1750,1370,0-1,3
1736,1331,1-0,3
1733,1251,1-0,3
2643,2722,1/2-1/2,4
2715,2622,1-0,4
2709,2609,1/2-1/2,4
2688,2563,1-0,4
2509,2684,1/2-1/2,4
2678,2533,1-0,4
2644,2313,1-0,4
2501,2709,1/2-1/2,4
2496,2675,1/2-1/2,4
2441,2637,0-1,4
2124,2416,1/2-1/2,4
2431,2622,1-0,4
2603,2460,1/2-1/2,4
2531,2602,1/2-1/2,4
2569,2414,1-0,4
2566,2411,1/2-1/2,4
2566,2407,1/2-1/2,4
2565,2271,1/2-1/2,4
2411,2486,0-1,4
2710,2407,1-0,4
2631,2329,1-0,4
2335,2568,0-1,4
2556,2297,1-0,4
2314,2530,0-1,4
2312,2507,0-1,4
2269,2498,1/2-1/2,4
2485,2263,1-0,4
2260,2478,1-0,4
2473,2260,1-0,4
2235,2472,1/2-1/2,4
2226,2468,1/2-1/2,4
2223,2466,0-1,4
2462,2211,1-0,4
2197,2439,0-1,4
2180,2435,0-1,4
2169,2432,0-1,4
2141,2430,0-1,4
2421,2131,1-0,4
2125,2419,0-1,4
2405,2125,1-0,4
2071,2375,0-1,4
1980,2369,0-1,4
2364,2090,1-0,4
2359,2075,1-0,4
1910,2350,1-0,4
2644,1870,1-0,4
2016,2386,0-1,4
2375,2072,1-0,4
2369,2041,1-0,4
2046,2362,0-1,4
2307,1992,1-0,4
2302,1953,1/2-1/2,4
2284,1961,1/2-1/2,4
2280,1936,1-0,4
2009,2279,1-0,4
2274,1872,1-0,4
2000,2235,0-1,4
1985,2222,1-0,4
2212,1915,1-0,4
1969,2204,0-1,4
1909,2180,1-0,4
1903,2148,1-0,4
2136,1783,1-0,4
2135,1671,1-0,4
1888,2133,0-1,4
1873,2078,1/2-1/2,4
1871,2281,1/2-1/2,4
2125,1878,1-0,4
1853,2071,1-0,4
2069,1856,1-0,4
2059,1827,1-0,4
1766,2053,0-1,4
2050,1817,1/2-1/2,4
2044,1792,1-0,4
2028,1759,1-0,4
1747,2017,0-1,4
2008,1736,1-0,4
1997,1733,1-0,4
1991,1731,1-0,4
1990,1714,1-0,4
1695,1988,0-1,4
1610,1978,1/2-1/2,4
1960,1700,1-0,4
1479,1957,1/2-1/2,4
1953,1519,1-0,4
1451,1909,0-1,4
1949,1693,1/2-1/2,4
1935,1575,1-0,4
1646,1840,1/2-1/2,4
1840,1652,0-1,4
1823,1557,1-0,4
1623,1809,1-0,4
1734,1449,1/2-1/2,4
1811,1354,1/2-1/2,4
1251,1759,1-0,4
1613,1197,1-0,4
2678,2715,1/2-1/2,5
2644,2688,1/2-1/2,5
2722,2569,1-0,5
2486,2709,0-1,5
2684,2501,1-0,5
2609,2643,1/2-1/2,5
2637,2509,1/2-1/2,5
2675,2431,1-0,5
2466,2710,1/2-1/2,5
2709,2473,1-0,5
2416,2212,1/2-1/2,5
2460,2631,1/2-1/2,5
2568,2432,0-1,5
2439,2603,0-1,5
2602,2435,1-0,5
2622,2462,1/2-1/2,5
2430,2566,0-1,5
2419,2566,0-1,5
2411,2565,1-0,5
2563,2421,1-0,5
2407,2556,0-1,5
2533,2405,1/2-1/2,5
2375,2531,1/2-1/2,5
2530,2364,1-0,5
2507,1910,1-0,5
2369,2496,0-1,5
2313,2485,1/2-1/2,5
2478,2359,1/2-1/2,5
2271,2441,1-0,5
2269,2644,0-1,5
2622,2257,1-0,5
2498,2226,1-0,5
2472,2136,1/2-1/2,5
2468,2235,1-0,5
2414,2135,1/2-1/2,5
2235,2411,0-1,5
2407,2124,1-0,5
2386,2075,1-0,5
2204,2375,0-1,5
2133,2369,1/2-1/2,5
2362,2009,1-0,5
1985,2307,0-1,5
1909,2280,0-1,5
1903,2274,0-1,5
2350,2069,1-0,5
2059,2335,0-1,5
2329,2044,1-0,5
2053,2314,0-1,5
2028,2312,0-1,5
2017,2302,0-1,5
2297,2008,1-0,5
1997,2284,0-1,5
2263,1991,1-0,5
1990,2260,1-0,5
2260,1990,1/2-1/2,5
2236,1980,1-0,5
1988,2223,0-1,5
2211,1960,0-1,5
1961,2197,0-1,5
1953,2180,1/2-1/2,5
1953,2169,0-1,5
1909,2141,0-1,5
2131,1903,1-0,5
1903,2125,1/2-1/2,5
1896,2125,0-1,5
2125,1894,1/2-1/2,5
